"NAME10","NAMELSAD10","Evap_tavg","Qs_tavg","Rainf_f_tavg","Tair_f_tavg","file"
"Powhatan","Powhatan County",NA,NA,NA,NA,"201602.nc4"
"King and Queen","King and Queen County",2.05996559543564e-05,6.77264694104451e-06,4.66185974801192e-05,277.144500732422,"201602.nc4"
"Petersburg","Petersburg city",1.5870619705538e-05,8.64909634401556e-06,4.79505988550954e-05,277.570137023926,"201602.nc4"
"Henrico","Henrico County",1.02918400557428e-05,1.09964478269831e-05,4.14121841458837e-05,277.242568969727,"201602.nc4"
"King William","King William County",2.02105045445933e-05,6.52741169915316e-06,4.42653577010788e-05,277.168586730957,"201602.nc4"
"Chesterfield","Chesterfield County",1.5610747482242e-05,8.39276640363096e-06,4.40604508185061e-05,277.455085754395,"201602.nc4"
"Richmond","Richmond city",6.85946133671678e-07,1.51644608195056e-05,4.02935802412685e-05,277.176666259766,"201602.nc4"
"Cumberland","Cumberland County",NA,NA,NA,NA,"201602.nc4"
"Colonial Heights","Colonial Heights city",1.09042637745915e-05,1.07547220977722e-05,4.6755882067373e-05,277.57275390625,"201602.nc4"
"Goochland","Goochland County",NA,NA,NA,NA,"201602.nc4"
"Caroline","Caroline County",1.89413296019276e-05,3.18520603416671e-06,3.6020978898575e-05,276.569455827986,"201602.nc4"
"Sussex","Sussex County",2.00449651401868e-05,8.5207395272846e-06,4.99347479490098e-05,277.851593017578,"201602.nc4"
"Prince George","Prince George County",1.80837800627387e-05,8.9391994606558e-06,5.03294213558547e-05,277.659038543701,"201602.nc4"
"Dinwiddie","Dinwiddie County",2.0668653633038e-05,6.63591367811023e-06,4.87086599605391e-05,277.625427246094,"201602.nc4"
"Louisa","Louisa County",NA,NA,NA,NA,"201602.nc4"
"Charles City","Charles City County",2.06412211506783e-05,9.05971948365429e-06,5.11042168606461e-05,277.622080485026,"201602.nc4"
"New Kent","New Kent County",2.04912488698028e-05,7.5230061156617e-06,4.79783528135158e-05,277.423089599609,"201602.nc4"
"Amelia","Amelia County",NA,NA,NA,NA,"201602.nc4"
"Hopewell","Hopewell city",1.56880486485989e-05,8.70352255333273e-06,4.73207919640117e-05,277.607864379883,"201602.nc4"
"Winchester","Winchester city",NA,NA,NA,NA,"201602.nc4"
"Frederick","Frederick County",NA,NA,NA,NA,"201602.nc4"
"Culpeper","Culpeper County",NA,NA,NA,NA,"201602.nc4"
"Tazewell","Tazewell County",NA,NA,NA,NA,"201602.nc4"
"Rockingham","Rockingham County",NA,NA,NA,NA,"201602.nc4"
"Harrisonburg","Harrisonburg city",NA,NA,NA,NA,"201602.nc4"
"Charlottesville","Charlottesville city",NA,NA,NA,NA,"201602.nc4"
"Fluvanna","Fluvanna County",NA,NA,NA,NA,"201602.nc4"
"Greene","Greene County",NA,NA,NA,NA,"201602.nc4"
"Nelson","Nelson County",NA,NA,NA,NA,"201602.nc4"
"Albemarle","Albemarle County",NA,NA,NA,NA,"201602.nc4"
"Danville","Danville city",NA,NA,NA,NA,"201602.nc4"
"Pittsylvania","Pittsylvania County",NA,NA,NA,NA,"201602.nc4"
"Martinsville","Martinsville city",NA,NA,NA,NA,"201602.nc4"
"Henry","Henry County",NA,NA,NA,NA,"201602.nc4"
"Bristol","Bristol city",NA,NA,NA,NA,"201602.nc4"
"Washington","Washington County",NA,NA,NA,NA,"201602.nc4"
"Scott","Scott County",NA,NA,NA,NA,"201602.nc4"
"Waynesboro","Waynesboro city",NA,NA,NA,NA,"201602.nc4"
"Staunton","Staunton city",NA,NA,NA,NA,"201602.nc4"
"Augusta","Augusta County",NA,NA,NA,NA,"201602.nc4"
"Clarke","Clarke County",NA,NA,NA,NA,"201602.nc4"
"Fredericksburg","Fredericksburg city",1.78024620254291e-05,1.71300405327202e-06,3.14501430693781e-05,276.294448852539,"201602.nc4"
"Stafford","Stafford County",1.83322132215835e-05,1.75887012119347e-06,3.32457988406531e-05,276.088653564453,"201602.nc4"
"Alexandria","Alexandria city",5.43869297331412e-06,6.88029501816345e-06,3.82016651201411e-05,275.836601257324,"201602.nc4"
"Loudoun","Loudoun County",6.68608909866937e-06,8.65646491850688e-06,3.88088422672202e-05,275.276652018229,"201602.nc4"
"Warren","Warren County",NA,NA,NA,NA,"201602.nc4"
"Fauquier","Fauquier County",NA,NA,NA,NA,"201602.nc4"
"Falls Church","Falls Church city",5.18222464052087e-07,8.84625114849769e-06,3.83351289201528e-05,275.506988525391,"201602.nc4"
"Prince William","Prince William County",9.732078595448e-06,6.48458023988496e-06,3.65443465852877e-05,275.821220397949,"201602.nc4"
"Spotsylvania","Spotsylvania County",1.78535919985734e-05,1.80296842700045e-06,3.13305317831691e-05,276.372985839844,"201602.nc4"
"Manassas Park","Manassas Park city",1.89317815966206e-05,1.56507348947343e-06,3.35140321112704e-05,275.609191894531,"201602.nc4"
"Fairfax","Fairfax County",5.62786183640659e-06,8.22989382716817e-06,3.8770770819004e-05,275.559600830078,"201602.nc4"
"Fairfax","Fairfax city",1.2671033573497e-06,1.10742957986076e-05,3.9679780456936e-05,275.280838012695,"201602.nc4"
"Manassas","Manassas city",1.89317815966206e-05,1.56507348947343e-06,3.35140321112704e-05,275.609191894531,"201602.nc4"
"Arlington","Arlington County",3.63418621418532e-07,8.00508678366896e-06,3.60849808203056e-05,275.918334960938,"201602.nc4"
"Appomattox","Appomattox County",NA,NA,NA,NA,"201602.nc4"
"Bedford","Bedford County",NA,NA,NA,NA,"201602.nc4"
"Campbell","Campbell County",NA,NA,NA,NA,"201602.nc4"
"Lynchburg","Lynchburg city",NA,NA,NA,NA,"201602.nc4"
"Amherst","Amherst County",NA,NA,NA,NA,"201602.nc4"
"Bedford","Bedford city",NA,NA,NA,NA,"201602.nc4"
"Salem","Salem city",NA,NA,NA,NA,"201602.nc4"
"Franklin","Franklin County",NA,NA,NA,NA,"201602.nc4"
"Botetourt","Botetourt County",NA,NA,NA,NA,"201602.nc4"
"Roanoke","Roanoke County",NA,NA,NA,NA,"201602.nc4"
"Craig","Craig County",NA,NA,NA,NA,"201602.nc4"
"Roanoke","Roanoke city",NA,NA,NA,NA,"201602.nc4"
"Radford","Radford city",NA,NA,NA,NA,"201602.nc4"
"Giles","Giles County",NA,NA,NA,NA,"201602.nc4"
"Pulaski","Pulaski County",NA,NA,NA,NA,"201602.nc4"
"Montgomery","Montgomery County",NA,NA,NA,NA,"201602.nc4"
"Galax","Galax city",NA,NA,NA,NA,"201602.nc4"
"Lancaster","Lancaster County",2.15077507164096e-05,7.18533844216533e-06,5.48374218851677e-05,277.515090942383,"201602.nc4"
"Buena Vista","Buena Vista city",NA,NA,NA,NA,"201602.nc4"
"Smyth","Smyth County",NA,NA,NA,NA,"201602.nc4"
"Southampton","Southampton County",2.17409869947005e-05,1.01370160336955e-05,5.37000317611576e-05,277.949778238932,"201602.nc4"
"Mecklenburg","Mecklenburg County",NA,NA,NA,NA,"201602.nc4"
"Rappahannock","Rappahannock County",NA,NA,NA,NA,"201602.nc4"
"Floyd","Floyd County",NA,NA,NA,NA,"201602.nc4"
"Covington","Covington city",NA,NA,NA,NA,"201602.nc4"
"Shenandoah","Shenandoah County",NA,NA,NA,NA,"201602.nc4"
"Wise","Wise County",NA,NA,NA,NA,"201602.nc4"
"Essex","Essex County",1.93651641373955e-05,7.56807139623561e-06,4.63068307518759e-05,276.936070033482,"201602.nc4"
"Lexington","Lexington city",NA,NA,NA,NA,"201602.nc4"
"Bath","Bath County",NA,NA,NA,NA,"201602.nc4"
"Grayson","Grayson County",NA,NA,NA,NA,"201602.nc4"
"Prince Edward","Prince Edward County",NA,NA,NA,NA,"201602.nc4"
"Greensville","Greensville County",NA,NA,NA,NA,"201602.nc4"
"Madison","Madison County",NA,NA,NA,NA,"201602.nc4"
"Emporia","Emporia city",NA,NA,NA,NA,"201602.nc4"
"Charlotte","Charlotte County",NA,NA,NA,NA,"201602.nc4"
"Buckingham","Buckingham County",NA,NA,NA,NA,"201602.nc4"
"Carroll","Carroll County",NA,NA,NA,NA,"201602.nc4"
"Russell","Russell County",NA,NA,NA,NA,"201602.nc4"
"Halifax","Halifax County",NA,NA,NA,NA,"201602.nc4"
"Middlesex","Middlesex County",2.1204321001278e-05,7.58739031425648e-06,5.16642585353111e-05,277.496673583984,"201602.nc4"
"Alleghany","Alleghany County",NA,NA,NA,NA,"201602.nc4"
"Norton","Norton city",NA,NA,NA,NA,"201602.nc4"
"King George","King George County",1.88183053069224e-05,2.20308669440783e-06,3.44273003065609e-05,276.521446228027,"201602.nc4"
"Westmoreland","Westmoreland County",2.01460337242073e-05,5.60532964755112e-06,3.99842023658237e-05,276.834507533482,"201602.nc4"
"Orange","Orange County",NA,NA,NA,NA,"201602.nc4"
"Patrick","Patrick County",NA,NA,NA,NA,"201602.nc4"
"Nottoway","Nottoway County",NA,NA,NA,NA,"201602.nc4"
"Page","Page County",NA,NA,NA,NA,"201602.nc4"
"Northumberland","Northumberland County",2.11575403227471e-05,7.70491878938628e-06,5.57337400096003e-05,277.258538818359,"201602.nc4"
"Wythe","Wythe County",NA,NA,NA,NA,"201602.nc4"
"Brunswick","Brunswick County",NA,NA,NA,NA,"201602.nc4"
"Richmond","Richmond County",2.05496926355409e-05,6.61329386275611e-06,5.00562876238421e-05,277.076189313616,"201602.nc4"
"Highland","Highland County",NA,NA,NA,NA,"201602.nc4"
"Bland","Bland County",NA,NA,NA,NA,"201602.nc4"
"Lunenburg","Lunenburg County",NA,NA,NA,NA,"201602.nc4"
"Rockbridge","Rockbridge County",NA,NA,NA,NA,"201602.nc4"
"Franklin","Franklin city",NA,NA,NA,NA,"201602.nc4"
"Lee","Lee County",NA,NA,NA,NA,"201602.nc4"
"Buchanan","Buchanan County",NA,NA,NA,NA,"201602.nc4"
"Dickenson","Dickenson County",NA,NA,NA,NA,"201602.nc4"
"Northampton","Northampton County",2.22308230149792e-05,4.57638923307968e-06,4.08120019225559e-05,278.230478922526,"201602.nc4"
"Accomack","Accomack County",2.16963117881361e-05,3.94774674945934e-06,4.22668120639476e-05,277.749392191569,"201602.nc4"
"Portsmouth","Portsmouth city",NA,NA,NA,NA,"201603.nc4"
"Surry","Surry County",3.72606596101832e-05,3.22776986649842e-06,2.88281958091829e-05,284.786087036133,"201603.nc4"
"Hampton","Hampton city",2.41274744894326e-06,1.06461297946225e-05,3.33114385284716e-05,284.764251708984,"201603.nc4"
"Mathews","Mathews County",3.50765003531706e-05,3.27003840538964e-06,2.90167408820707e-05,284.204772949219,"201603.nc4"
"Gloucester","Gloucester County",3.54275712197705e-05,3.35116129690505e-06,2.86779775251489e-05,284.319145202637,"201603.nc4"
"Virginia Beach","Virginia Beach city",NA,NA,NA,NA,"201603.nc4"
"Isle of Wight","Isle of Wight County",3.23050593237895e-05,3.55676657944198e-06,2.75934750485858e-05,284.881952921549,"201603.nc4"
"Chesapeake","Chesapeake city",NA,NA,NA,NA,"201603.nc4"
"Newport News","Newport News city",2.06605113817204e-06,9.49455261434196e-06,2.95918598567368e-05,284.670104980469,"201603.nc4"
"James City","James City County",3.55296915586223e-05,2.93293078357237e-06,2.69693828158779e-05,284.615409851074,"201603.nc4"
"Suffolk","Suffolk city",3.90533678000793e-05,5.12431915922207e-06,3.598624971346e-05,284.935424804688,"201603.nc4"
"Poquoson","Poquoson city",NA,NA,3.56028322130442e-05,284.650177001953,"201603.nc4"
"Norfolk","Norfolk city",NA,NA,0,284.857574462891,"201603.nc4"
"York","York County",3.69515670172405e-05,4.44699940089777e-06,3.14252054522512e-05,284.537261962891,"201603.nc4"
"Williamsburg","Williamsburg city",3.62334006543582e-05,3.85759009683776e-06,2.98438001967346e-05,284.547871907552,"201603.nc4"
"Hanover","Hanover County",3.19189267819248e-05,7.24197905453496e-07,1.60330278699153e-05,284.194937569754,"201603.nc4"
"Powhatan","Powhatan County",NA,NA,NA,NA,"201603.nc4"
"King and Queen","King and Queen County",3.3094685704782e-05,1.1216004836001e-06,1.81622522177349e-05,284.10689163208,"201603.nc4"
"Petersburg","Petersburg city",2.64438965018599e-05,2.29476410140705e-06,2.04033153750061e-05,284.738082885742,"201603.nc4"
"Henrico","Henrico County",1.75190365041544e-05,1.75580268546582e-06,1.59299454480788e-05,284.377433776855,"201603.nc4"
"King William","King William County",3.26572007907089e-05,9.50427576640323e-07,1.67646409181543e-05,284.212829589844,"201603.nc4"
"Chesterfield","Chesterfield County",2.57264415495229e-05,1.62981422135999e-06,1.78678633346863e-05,284.621452331543,"201603.nc4"
"Richmond","Richmond city",1.57031763592386e-06,2.63684501078387e-06,1.56881505972706e-05,284.343994140625,"201603.nc4"
"Cumberland","Cumberland County",NA,NA,NA,NA,"201603.nc4"
"Colonial Heights","Colonial Heights city",1.93312765759401e-05,2.80525796370057e-06,1.9317063561175e-05,284.737091064453,"201603.nc4"
"Goochland","Goochland County",NA,NA,NA,NA,"201603.nc4"
"Caroline","Caroline County",2.75590696868936e-05,4.40441378860409e-07,1.44391864133857e-05,283.728650774275,"201603.nc4"
"Sussex","Sussex County",3.3447829537181e-05,2.03466198911428e-06,2.50534635597432e-05,284.951934814453,"201603.nc4"
"Prince George","Prince George County",3.00858026491824e-05,2.17655711765019e-06,2.14518433949706e-05,284.76314163208,"201603.nc4"
"Dinwiddie","Dinwiddie County",3.36530974891502e-05,1.62155851057832e-06,2.19475250560208e-05,284.821670532227,"201603.nc4"
"Louisa","Louisa County",NA,NA,NA,NA,"201603.nc4"
"Charles City","Charles City County",3.41109886600558e-05,1.94837728410372e-06,2.08371438930044e-05,284.662068684896,"201603.nc4"
"New Kent","New Kent County",3.33610136294737e-05,1.31187250644871e-06,1.90626040421193e-05,284.434387207031,"201603.nc4"
"Amelia","Amelia County",NA,NA,NA,NA,"201603.nc4"
"Hopewell","Hopewell city",2.52624710697091e-05,2.01236602492827e-06,1.89859251804592e-05,284.730766296387,"201603.nc4"
"Winchester","Winchester city",NA,NA,NA,NA,"201603.nc4"
"Frederick","Frederick County",NA,NA,NA,NA,"201603.nc4"
"Culpeper","Culpeper County",NA,NA,NA,NA,"201603.nc4"
"Tazewell","Tazewell County",NA,NA,NA,NA,"201603.nc4"
"Rockingham","Rockingham County",NA,NA,NA,NA,"201603.nc4"
"Harrisonburg","Harrisonburg city",NA,NA,NA,NA,"201603.nc4"
"Charlottesville","Charlottesville city",NA,NA,NA,NA,"201603.nc4"
"Fluvanna","Fluvanna County",NA,NA,NA,NA,"201603.nc4"
"Greene","Greene County",NA,NA,NA,NA,"201603.nc4"
"Nelson","Nelson County",NA,NA,NA,NA,"201603.nc4"
"Albemarle","Albemarle County",NA,NA,NA,NA,"201603.nc4"
"Danville","Danville city",NA,NA,NA,NA,"201603.nc4"
"Pittsylvania","Pittsylvania County",NA,NA,NA,NA,"201603.nc4"
"Martinsville","Martinsville city",NA,NA,NA,NA,"201603.nc4"
"Henry","Henry County",NA,NA,NA,NA,"201603.nc4"
"Bristol","Bristol city",NA,NA,NA,NA,"201603.nc4"
"Washington","Washington County",NA,NA,NA,NA,"201603.nc4"
"Scott","Scott County",NA,NA,NA,NA,"201603.nc4"
"Waynesboro","Waynesboro city",NA,NA,NA,NA,"201603.nc4"
"Staunton","Staunton city",NA,NA,NA,NA,"201603.nc4"
"Augusta","Augusta County",NA,NA,NA,NA,"201603.nc4"
"Clarke","Clarke County",NA,NA,NA,NA,"201603.nc4"
"Fredericksburg","Fredericksburg city",2.34781336985179e-05,3.04745867651945e-07,1.3241298347566e-05,283.540634155273,"201603.nc4"
"Stafford","Stafford County",2.29137818678282e-05,3.07893611761756e-07,1.2353043348412e-05,283.332702636719,"201603.nc4"
"Alexandria","Alexandria city",6.99101551049353e-06,1.90026919710817e-06,1.44202297178708e-05,282.959541320801,"201603.nc4"
"Loudoun","Loudoun County",9.88585827599309e-06,2.52053121130302e-06,1.76783293378927e-05,282.583455403646,"201603.nc4"
"Warren","Warren County",NA,NA,NA,NA,"201603.nc4"
"Fauquier","Fauquier County",NA,NA,NA,NA,"201603.nc4"
"Falls Church","Falls Church city",1.41496718697454e-06,2.64265554505982e-06,1.53490000229795e-05,282.659851074219,"201603.nc4"
"Prince William","Prince William County",1.24591582277844e-05,1.15866425431932e-06,1.32345560359681e-05,283.05443572998,"201603.nc4"
"Spotsylvania","Spotsylvania County",2.39683649851941e-05,3.19506597179497e-07,1.36308808578178e-05,283.612213134766,"201603.nc4"
"Manassas Park","Manassas Park city",2.24287723540328e-05,2.11395374094536e-07,1.18030757221277e-05,282.903656005859,"201603.nc4"
"Fairfax","Fairfax County",7.26074366260339e-06,2.04739162275776e-06,1.51167739659286e-05,282.755762736003,"201603.nc4"
"Fairfax","Fairfax city",1.52114978391182e-06,2.42035230257898e-06,1.52909124153666e-05,282.508575439453,"201603.nc4"
"Manassas","Manassas city",2.24287723540328e-05,2.11395374094536e-07,1.18030757221277e-05,282.903656005859,"201603.nc4"
"Arlington","Arlington County",1.34169386001304e-06,2.11912902159384e-06,1.452752348996e-05,283.021240234375,"201603.nc4"
"Appomattox","Appomattox County",NA,NA,NA,NA,"201603.nc4"
"Bedford","Bedford County",NA,NA,NA,NA,"201603.nc4"
"Campbell","Campbell County",NA,NA,NA,NA,"201603.nc4"
"Lynchburg","Lynchburg city",NA,NA,NA,NA,"201603.nc4"
"Amherst","Amherst County",NA,NA,NA,NA,"201603.nc4"
"Bedford","Bedford city",NA,NA,NA,NA,"201603.nc4"
"Salem","Salem city",NA,NA,NA,NA,"201603.nc4"
"Franklin","Franklin County",NA,NA,NA,NA,"201603.nc4"
"Botetourt","Botetourt County",NA,NA,NA,NA,"201603.nc4"
"Roanoke","Roanoke County",NA,NA,NA,NA,"201603.nc4"
"Craig","Craig County",NA,NA,NA,NA,"201603.nc4"
"Roanoke","Roanoke city",NA,NA,NA,NA,"201603.nc4"
"Radford","Radford city",NA,NA,NA,NA,"201603.nc4"
"Giles","Giles County",NA,NA,NA,NA,"201603.nc4"
"Pulaski","Pulaski County",NA,NA,NA,NA,"201603.nc4"
"Montgomery","Montgomery County",NA,NA,NA,NA,"201603.nc4"
"Galax","Galax city",NA,NA,NA,NA,"201603.nc4"
"Lancaster","Lancaster County",3.34514249213195e-05,1.95225175048108e-06,2.26691022362502e-05,283.988372802734,"201603.nc4"
"Buena Vista","Buena Vista city",NA,NA,NA,NA,"201603.nc4"
"Smyth","Smyth County",NA,NA,NA,NA,"201603.nc4"
"Southampton","Southampton County",3.82958132831845e-05,3.20642872490377e-06,2.95345750297808e-05,284.923573811849,"201603.nc4"
"Mecklenburg","Mecklenburg County",NA,NA,NA,NA,"201603.nc4"
"Rappahannock","Rappahannock County",NA,NA,NA,NA,"201603.nc4"
"Floyd","Floyd County",NA,NA,NA,NA,"201603.nc4"
"Covington","Covington city",NA,NA,NA,NA,"201603.nc4"
"Shenandoah","Shenandoah County",NA,NA,NA,NA,"201603.nc4"
"Wise","Wise County",NA,NA,NA,NA,"201603.nc4"
"Essex","Essex County",3.10907042668467e-05,7.29345247561598e-07,1.64252080919271e-05,283.92094203404,"201603.nc4"
"Lexington","Lexington city",NA,NA,NA,NA,"201603.nc4"
"Bath","Bath County",NA,NA,NA,NA,"201603.nc4"
"Grayson","Grayson County",NA,NA,NA,NA,"201603.nc4"
"Prince Edward","Prince Edward County",NA,NA,NA,NA,"201603.nc4"
"Greensville","Greensville County",NA,NA,NA,NA,"201603.nc4"
"Madison","Madison County",NA,NA,NA,NA,"201603.nc4"
"Emporia","Emporia city",NA,NA,NA,NA,"201603.nc4"
"Charlotte","Charlotte County",NA,NA,NA,NA,"201603.nc4"
"Buckingham","Buckingham County",NA,NA,NA,NA,"201603.nc4"
"Carroll","Carroll County",NA,NA,NA,NA,"201603.nc4"
"Russell","Russell County",NA,NA,NA,NA,"201603.nc4"
"Halifax","Halifax County",NA,NA,NA,NA,"201603.nc4"
"Middlesex","Middlesex County",3.41103605023818e-05,2.04452524599219e-06,2.25312428483448e-05,284.111488342285,"201603.nc4"
"Alleghany","Alleghany County",NA,NA,NA,NA,"201603.nc4"
"Norton","Norton city",NA,NA,NA,NA,"201603.nc4"
"King George","King George County",2.46978543145815e-05,3.5470205261845e-07,1.31566637264768e-05,283.604331970215,"201603.nc4"
"Westmoreland","Westmoreland County",3.13651447261994e-05,6.27011952284799e-07,1.43167418562891e-05,283.70649937221,"201603.nc4"
"Orange","Orange County",NA,NA,NA,NA,"201603.nc4"
"Patrick","Patrick County",NA,NA,NA,NA,"201603.nc4"
"Nottoway","Nottoway County",NA,NA,NA,NA,"201603.nc4"
"Page","Page County",NA,NA,NA,NA,"201603.nc4"
"Northumberland","Northumberland County",3.36077362590004e-05,1.26640487678742e-06,1.95175405679038e-05,283.730865478516,"201603.nc4"
"Wythe","Wythe County",NA,NA,NA,NA,"201603.nc4"
"Brunswick","Brunswick County",NA,NA,NA,NA,"201603.nc4"
"Richmond","Richmond County",3.33932153547981e-05,8.76545949982496e-07,1.88651761813422e-05,283.880994524275,"201603.nc4"
"Highland","Highland County",NA,NA,NA,NA,"201603.nc4"
"Bland","Bland County",NA,NA,NA,NA,"201603.nc4"
"Lunenburg","Lunenburg County",NA,NA,NA,NA,"201603.nc4"
"Rockbridge","Rockbridge County",NA,NA,NA,NA,"201603.nc4"
"Franklin","Franklin city",NA,NA,NA,NA,"201603.nc4"
"Lee","Lee County",NA,NA,NA,NA,"201603.nc4"
"Buchanan","Buchanan County",NA,NA,NA,NA,"201603.nc4"
"Dickenson","Dickenson County",NA,NA,NA,NA,"201603.nc4"
"Northampton","Northampton County",3.10031842673197e-05,2.20132503727655e-06,2.62761635288674e-05,283.888600667318,"201603.nc4"
"Accomack","Accomack County",2.99698905027154e-05,1.74896427490074e-06,2.28793536128554e-05,283.259391784668,"201603.nc4"
"Portsmouth","Portsmouth city",NA,NA,NA,NA,"201604.nc4"
"Surry","Surry County",4.82558871226502e-05,2.94751924911907e-06,2.8715398912027e-05,286.448490142822,"201604.nc4"
"Hampton","Hampton city",3.06777053538099e-06,1.09876086753502e-05,2.99927842206671e-05,286.364181518555,"201604.nc4"
"Mathews","Mathews County",4.43093704234343e-05,3.63719436791143e-06,2.86214890365954e-05,286.07763671875,"201604.nc4"
"Gloucester","Gloucester County",4.53360748906562e-05,3.49032521285153e-06,2.9096757998559e-05,286.154064178467,"201604.nc4"
"Virginia Beach","Virginia Beach city",NA,NA,NA,NA,"201604.nc4"
"Isle of Wight","Isle of Wight County",4.16374502435701e-05,2.33685846283192e-06,2.53264233833764e-05,286.488754272461,"201604.nc4"
"Chesapeake","Chesapeake city",NA,NA,NA,NA,"201604.nc4"
"Newport News","Newport News city",2.97163387585897e-06,1.05060926216538e-05,2.91147152893245e-05,286.341796875,"201604.nc4"
"James City","James City County",4.6457718781312e-05,3.44890378300988e-06,3.12952088279417e-05,286.381141662598,"201604.nc4"
"Suffolk","Suffolk city",4.98458284710068e-05,3.24375355376105e-06,3.16883306368254e-05,286.504211425781,"201604.nc4"
"Poquoson","Poquoson city",NA,NA,2.96161615551682e-05,286.315399169922,"201604.nc4"
"Norfolk","Norfolk city",NA,NA,0,286.390686035156,"201604.nc4"
"York","York County",4.74437132652383e-05,3.93789036934322e-06,3.10346196783939e-05,286.276715087891,"201604.nc4"
"Williamsburg","Williamsburg city",4.71684349273952e-05,3.81116713773129e-06,3.16893577595086e-05,286.294545491536,"201604.nc4"
"Hanover","Hanover County",4.30577685100226e-05,1.79051463484419e-06,2.80606886268028e-05,286.216177804129,"201604.nc4"
"Powhatan","Powhatan County",NA,NA,NA,NA,"201604.nc4"
"King and Queen","King and Queen County",4.29199526479351e-05,2.19907671805686e-06,2.81356165032776e-05,286.077194213867,"201604.nc4"
"Petersburg","Petersburg city",3.50794891801343e-05,3.58073850748042e-06,2.80676804322866e-05,286.539077758789,"201604.nc4"
"Henrico","Henrico County",2.42296653709673e-05,4.78742578025049e-06,2.91975557047408e-05,286.330322265625,"201604.nc4"
"King William","King William County",4.31071812272421e-05,2.15265453107349e-06,2.88328474198352e-05,286.185974121094,"201604.nc4"
"Chesterfield","Chesterfield County",3.48029850556486e-05,3.57157273356279e-06,2.98351337733038e-05,286.504280090332,"201604.nc4"
"Richmond","Richmond city",3.16835144076322e-06,7.21478318155278e-06,2.82111741398694e-05,286.330993652344,"201604.nc4"
"Cumberland","Cumberland County",NA,NA,NA,NA,"201604.nc4"
"Colonial Heights","Colonial Heights city",2.58489076259139e-05,5.12858946422057e-06,2.83167782981764e-05,286.563705444336,"201604.nc4"
"Goochland","Goochland County",NA,NA,NA,NA,"201604.nc4"
"Caroline","Caroline County",3.7190381720263e-05,1.23167365018162e-06,2.50413990475603e-05,285.907228742327,"201604.nc4"
"Sussex","Sussex County",4.39450727753865e-05,2.30039000825855e-06,2.84919842670206e-05,286.625492095947,"201604.nc4"
"Prince George","Prince George County",3.96088167917696e-05,3.14239584042753e-06,2.94112685423897e-05,286.527854919434,"201604.nc4"
"Dinwiddie","Dinwiddie County",4.44658453488955e-05,2.0050460989296e-06,2.78959296338144e-05,286.580047607422,"201604.nc4"
"Louisa","Louisa County",NA,NA,NA,NA,"201604.nc4"
"Charles City","Charles City County",4.5131541507241e-05,2.78741568611925e-06,3.06850837053692e-05,286.477020263672,"201604.nc4"
"New Kent","New Kent County",4.41336807853077e-05,2.45800265474827e-06,2.97384027362568e-05,286.301165771484,"201604.nc4"
"Amelia","Amelia County",NA,NA,NA,NA,"201604.nc4"
"Hopewell","Hopewell city",3.41339948590758e-05,3.89102564213317e-06,3.07234658976085e-05,286.563568115234,"201604.nc4"
"Winchester","Winchester city",NA,NA,NA,NA,"201604.nc4"
"Frederick","Frederick County",NA,NA,NA,NA,"201604.nc4"
"Culpeper","Culpeper County",NA,NA,NA,NA,"201604.nc4"
"Tazewell","Tazewell County",NA,NA,NA,NA,"201604.nc4"
"Rockingham","Rockingham County",NA,NA,NA,NA,"201604.nc4"
"Harrisonburg","Harrisonburg city",NA,NA,NA,NA,"201604.nc4"
"Charlottesville","Charlottesville city",NA,NA,NA,NA,"201604.nc4"
"Fluvanna","Fluvanna County",NA,NA,NA,NA,"201604.nc4"
"Greene","Greene County",NA,NA,NA,NA,"201604.nc4"
"Nelson","Nelson County",NA,NA,NA,NA,"201604.nc4"
"Albemarle","Albemarle County",NA,NA,NA,NA,"201604.nc4"
"Danville","Danville city",NA,NA,NA,NA,"201604.nc4"
"Pittsylvania","Pittsylvania County",NA,NA,NA,NA,"201604.nc4"
"Martinsville","Martinsville city",NA,NA,NA,NA,"201604.nc4"
"Henry","Henry County",NA,NA,NA,NA,"201604.nc4"
"Bristol","Bristol city",NA,NA,NA,NA,"201604.nc4"
"Washington","Washington County",NA,NA,NA,NA,"201604.nc4"
"Scott","Scott County",NA,NA,NA,NA,"201604.nc4"
"Waynesboro","Waynesboro city",NA,NA,NA,NA,"201604.nc4"
"Staunton","Staunton city",NA,NA,NA,NA,"201604.nc4"
"Augusta","Augusta County",NA,NA,NA,NA,"201604.nc4"
"Clarke","Clarke County",NA,NA,NA,NA,"201604.nc4"
"Fredericksburg","Fredericksburg city",3.26338686136296e-05,5.88933630751853e-07,2.15133668461931e-05,285.818145751953,"201604.nc4"
"Stafford","Stafford County",3.27951020153705e-05,6.29808221219719e-07,2.21220965613611e-05,285.649591064453,"201604.nc4"
"Alexandria","Alexandria city",1.11638468069941e-05,4.25467314357775e-06,2.43356389546534e-05,285.404991149902,"201604.nc4"
"Loudoun","Loudoun County",1.36547622939058e-05,3.17943164418466e-06,2.3166029980833e-05,285.107381184896,"201604.nc4"
"Warren","Warren County",NA,NA,NA,NA,"201604.nc4"
"Fauquier","Fauquier County",NA,NA,NA,NA,"201604.nc4"
"Falls Church","Falls Church city",2.91171772914822e-06,5.22394702784368e-06,2.34478866332211e-05,285.125213623047,"201604.nc4"
